"Date","Index","Type","Value"
2012-05-01,"Short-term index","Manitoba",60.1
2012-06-01,"Short-term index","Manitoba",57.5
2012-07-01,"Short-term index","Manitoba",58.1
2012-08-01,"Short-term index","Manitoba",59.9
2012-09-01,"Short-term index","Manitoba",59.7
2012-10-01,"Short-term index","Manitoba",59.2
2012-11-01,"Short-term index","Manitoba",57.2
2012-12-01,"Short-term index","Manitoba",57.9
2013-01-01,"Short-term index","Manitoba",59.8
2013-02-01,"Short-term index","Manitoba",57.9
2013-03-01,"Short-term index","Manitoba",59.8
2013-04-01,"Short-term index","Manitoba",59.9
2013-05-01,"Short-term index","Manitoba",58
2013-06-01,"Short-term index","Manitoba",57.1
2013-07-01,"Short-term index","Manitoba",55.5
2013-08-01,"Short-term index","Manitoba",55.6
2013-09-01,"Short-term index","Manitoba",57.5
2013-10-01,"Short-term index","Manitoba",59
2013-11-01,"Short-term index","Manitoba",61.2
2013-12-01,"Short-term index","Manitoba",57.5
2014-01-01,"Short-term index","Manitoba",54.3
2014-02-01,"Short-term index","Manitoba",56.6
2014-03-01,"Short-term index","Manitoba",56.6
2014-04-01,"Short-term index","Manitoba",60.7
2014-05-01,"Short-term index","Manitoba",64.7
2014-06-01,"Short-term index","Manitoba",64.1
2014-07-01,"Short-term index","Manitoba",63.1
2014-08-01,"Short-term index","Manitoba",64.4
2014-09-01,"Short-term index","Manitoba",60.8
2014-10-01,"Short-term index","Manitoba",61.3
2014-11-01,"Short-term index","Manitoba",58.4
2014-12-01,"Short-term index","Manitoba",54.1
2015-01-01,"Short-term index","Manitoba",50.7
2015-02-01,"Short-term index","Manitoba",46.5
2015-03-01,"Short-term index","Manitoba",48.8
2015-04-01,"Short-term index","Manitoba",57.3
2015-05-01,"Short-term index","Manitoba",62.7
2015-06-01,"Short-term index","Manitoba",66.1
2015-07-01,"Short-term index","Manitoba",64.4
2015-08-01,"Short-term index","Manitoba",55.6
2015-09-01,"Short-term index","Manitoba",51.3
2015-10-01,"Short-term index","Manitoba",48.4
2015-11-01,"Short-term index","Manitoba",51.1
2015-12-01,"Short-term index","Manitoba",51.7
2016-01-01,"Short-term index","Manitoba",50.4
2016-02-01,"Short-term index","Manitoba",51.4
2016-03-01,"Short-term index","Manitoba",51.5
2016-04-01,"Short-term index","Manitoba",54.3
2016-05-01,"Short-term index","Manitoba",58
2016-06-01,"Short-term index","Manitoba",60.5
2016-07-01,"Short-term index","Manitoba",53.8
2016-08-01,"Short-term index","Manitoba",51.4
2016-09-01,"Short-term index","Manitoba",46.9
2016-10-01,"Short-term index","Manitoba",43.9
2016-11-01,"Short-term index","Manitoba",45
2016-12-01,"Short-term index","Manitoba",47.1
2017-01-01,"Short-term index","Manitoba",51.8
2017-02-01,"Short-term index","Manitoba",54.9
2017-03-01,"Short-term index","Manitoba",61.1
2017-04-01,"Short-term index","Manitoba",64.2
2017-05-01,"Short-term index","Manitoba",65.8
2017-06-01,"Short-term index","Manitoba",66.7
2017-07-01,"Short-term index","Manitoba",68.6
2017-08-01,"Short-term index","Manitoba",62.9
2017-09-01,"Short-term index","Manitoba",59.5
2017-10-01,"Short-term index","Manitoba",58.9
2017-11-01,"Short-term index","Manitoba",55.3
2017-12-01,"Short-term index","Manitoba",57.7
2018-01-01,"Short-term index","Manitoba",55.1
2018-02-01,"Short-term index","Manitoba",54.9
2018-03-01,"Short-term index","Manitoba",56.2
2018-04-01,"Short-term index","Manitoba",56.2
2018-05-01,"Short-term index","Manitoba",60.3
2018-06-01,"Short-term index","Manitoba",62.2
2018-07-01,"Short-term index","Manitoba",60
2018-08-01,"Short-term index","Manitoba",60.5
2018-09-01,"Short-term index","Manitoba",56.2
2018-10-01,"Short-term index","Manitoba",54.7
2018-11-01,"Short-term index","Manitoba",52.5
2018-12-01,"Short-term index","Manitoba",49.5
2019-01-01,"Short-term index","Manitoba",47.8
2019-02-01,"Short-term index","Manitoba",47
2019-03-01,"Short-term index","Manitoba",49.5
2019-04-01,"Short-term index","Manitoba",53.6
2019-05-01,"Short-term index","Manitoba",57.1
2019-06-01,"Short-term index","Manitoba",58.4
2019-07-01,"Short-term index","Manitoba",62.5
2019-08-01,"Short-term index","Manitoba",60.6
2019-09-01,"Short-term index","Manitoba",57.9
2019-10-01,"Short-term index","Manitoba",55.8
2019-11-01,"Short-term index","Manitoba",48.3
2019-12-01,"Short-term index","Manitoba",48.8
2020-01-01,"Short-term index","Manitoba",49.6
2020-02-01,"Short-term index","Manitoba",50
2020-03-01,"Short-term index","Manitoba",26.8
2020-03-01,"Short-term index","Manitoba",20.3
2020-04-01,"Short-term index","Manitoba",17.4
2020-04-01,"Short-term index","Manitoba",17.6
2020-05-01,"Short-term index","Manitoba",38.3
2020-05-01,"Short-term index","Manitoba",28.1
2020-06-01,"Short-term index","Manitoba",33.7
2020-07-01,"Short-term index","Manitoba",34.3
2020-08-01,"Short-term index","Manitoba",40.1
2020-09-01,"Short-term index","Manitoba",37.2
2020-10-01,"Short-term index","Manitoba",40.4
2020-11-01,"Short-term index","Manitoba",34.8
2020-12-01,"Short-term index","Manitoba",33.2
2021-01-01,"Short-term index","Manitoba",29.9
2021-02-01,"Short-term index","Manitoba",40.4
2021-03-01,"Short-term index","Manitoba",45.8
2021-04-01,"Short-term index","Manitoba",53.3
2021-05-01,"Short-term index","Manitoba",48.8
2021-06-01,"Short-term index","Manitoba",49.2
2021-07-01,"Short-term index","Manitoba",47.8
2021-08-01,"Short-term index","Manitoba",51.7
2021-09-01,"Short-term index","Manitoba",48.8
2021-10-01,"Short-term index","Manitoba",48.3
2021-11-01,"Short-term index","Manitoba",44.4
2021-12-01,"Short-term index","Manitoba",42
2022-01-01,"Short-term index","Manitoba",39.6
2022-02-01,"Short-term index","Manitoba",43.7
2022-03-01,"Short-term index","Manitoba",52.8
2022-04-01,"Short-term index","Manitoba",60.2
2022-05-01,"Short-term index","Manitoba",61.9
2000-10-01,"Short-term index","Saskatchewan",NA
2001-02-01,"Short-term index","Saskatchewan",NA
2001-06-01,"Short-term index","Saskatchewan",NA
2001-10-01,"Short-term index","Saskatchewan",NA
2001-12-01,"Short-term index","Saskatchewan",NA
2002-04-01,"Short-term index","Saskatchewan",NA
2002-06-01,"Short-term index","Saskatchewan",NA
2002-09-01,"Short-term index","Saskatchewan",NA
2002-12-01,"Short-term index","Saskatchewan",NA
2003-03-01,"Short-term index","Saskatchewan",NA
2003-06-01,"Short-term index","Saskatchewan",NA
2003-09-01,"Short-term index","Saskatchewan",NA
2003-12-01,"Short-term index","Saskatchewan",NA
2004-03-01,"Short-term index","Saskatchewan",NA
2004-06-01,"Short-term index","Saskatchewan",NA
2004-09-01,"Short-term index","Saskatchewan",NA
2004-12-01,"Short-term index","Saskatchewan",NA
2005-03-01,"Short-term index","Saskatchewan",NA
2005-06-01,"Short-term index","Saskatchewan",NA
2005-09-01,"Short-term index","Saskatchewan",NA
2005-12-01,"Short-term index","Saskatchewan",NA
2006-03-01,"Short-term index","Saskatchewan",NA
2006-06-01,"Short-term index","Saskatchewan",NA
2006-09-01,"Short-term index","Saskatchewan",NA
2006-12-01,"Short-term index","Saskatchewan",NA
2007-03-01,"Short-term index","Saskatchewan",NA
2007-06-01,"Short-term index","Saskatchewan",NA
2007-09-01,"Short-term index","Saskatchewan",NA
2007-12-01,"Short-term index","Saskatchewan",NA
2008-03-01,"Short-term index","Saskatchewan",NA
2008-06-01,"Short-term index","Saskatchewan",NA
2008-09-01,"Short-term index","Saskatchewan",NA
2008-10-01,"Short-term index","Saskatchewan",NA
2008-11-01,"Short-term index","Saskatchewan",NA
2008-12-01,"Short-term index","Saskatchewan",NA
2009-01-01,"Short-term index","Saskatchewan",NA
2009-02-01,"Short-term index","Saskatchewan",61
2009-03-01,"Short-term index","Saskatchewan",55.5
2009-04-01,"Short-term index","Saskatchewan",58.1
2009-05-01,"Short-term index","Saskatchewan",60.5
2009-06-01,"Short-term index","Saskatchewan",65.7
2009-07-01,"Short-term index","Saskatchewan",67.3
2009-08-01,"Short-term index","Saskatchewan",61.8
2009-09-01,"Short-term index","Saskatchewan",62.2
2009-10-01,"Short-term index","Saskatchewan",59.1
2009-11-01,"Short-term index","Saskatchewan",61.5
2009-12-01,"Short-term index","Saskatchewan",56.1
2010-01-01,"Short-term index","Saskatchewan",61
2010-02-01,"Short-term index","Saskatchewan",65.1
2010-03-01,"Short-term index","Saskatchewan",72.4
2010-04-01,"Short-term index","Saskatchewan",72.3
2010-05-01,"Short-term index","Saskatchewan",73.2
2010-06-01,"Short-term index","Saskatchewan",67.5
2010-07-01,"Short-term index","Saskatchewan",67.4
2010-08-01,"Short-term index","Saskatchewan",67.5
2010-09-01,"Short-term index","Saskatchewan",68.6
2010-10-01,"Short-term index","Saskatchewan",65
2010-11-01,"Short-term index","Saskatchewan",60.1
2010-12-01,"Short-term index","Saskatchewan",59.1
2011-01-01,"Short-term index","Saskatchewan",61
2011-02-01,"Short-term index","Saskatchewan",62.5
2011-03-01,"Short-term index","Saskatchewan",66.8
2011-04-01,"Short-term index","Saskatchewan",70.6
2011-05-01,"Short-term index","Saskatchewan",70.3
2011-06-01,"Short-term index","Saskatchewan",63.1
2011-07-01,"Short-term index","Saskatchewan",59.8
2011-08-01,"Short-term index","Saskatchewan",60.8
2011-09-01,"Short-term index","Saskatchewan",67.3
2011-10-01,"Short-term index","Saskatchewan",68.1
2011-11-01,"Short-term index","Saskatchewan",66.5
2011-12-01,"Short-term index","Saskatchewan",61.9
2012-01-01,"Short-term index","Saskatchewan",61.3
2012-02-01,"Short-term index","Saskatchewan",61.8
2012-03-01,"Short-term index","Saskatchewan",67.6
2012-04-01,"Short-term index","Saskatchewan",68.1
2012-05-01,"Short-term index","Saskatchewan",70.4
2012-06-01,"Short-term index","Saskatchewan",69.2
2012-07-01,"Short-term index","Saskatchewan",68.9
2012-08-01,"Short-term index","Saskatchewan",67.1
2012-09-01,"Short-term index","Saskatchewan",65.3
2012-10-01,"Short-term index","Saskatchewan",65.5
2012-11-01,"Short-term index","Saskatchewan",60.8
2012-12-01,"Short-term index","Saskatchewan",60.7
2013-01-01,"Short-term index","Saskatchewan",59.5
2013-02-01,"Short-term index","Saskatchewan",68
2013-03-01,"Short-term index","Saskatchewan",69.1
2013-04-01,"Short-term index","Saskatchewan",69.2
2013-05-01,"Short-term index","Saskatchewan",68.4
2013-06-01,"Short-term index","Saskatchewan",66
2013-07-01,"Short-term index","Saskatchewan",66.8
2013-08-01,"Short-term index","Saskatchewan",64.8
2013-09-01,"Short-term index","Saskatchewan",64.1
2013-10-01,"Short-term index","Saskatchewan",62.3
2013-11-01,"Short-term index","Saskatchewan",62.1
2013-12-01,"Short-term index","Saskatchewan",58.6
2014-01-01,"Short-term index","Saskatchewan",56.6
2014-02-01,"Short-term index","Saskatchewan",59
2014-03-01,"Short-term index","Saskatchewan",63.9
2014-04-01,"Short-term index","Saskatchewan",68.1
2014-05-01,"Short-term index","Saskatchewan",66.9
2014-06-01,"Short-term index","Saskatchewan",64.3
2014-07-01,"Short-term index","Saskatchewan",61.8
2014-08-01,"Short-term index","Saskatchewan",62.1
2014-09-01,"Short-term index","Saskatchewan",65.2
2014-10-01,"Short-term index","Saskatchewan",62.1
2014-11-01,"Short-term index","Saskatchewan",55
2014-12-01,"Short-term index","Saskatchewan",47.5
2015-01-01,"Short-term index","Saskatchewan",50
2015-02-01,"Short-term index","Saskatchewan",47.7
2015-03-01,"Short-term index","Saskatchewan",51.2
2015-04-01,"Short-term index","Saskatchewan",48.5
2015-05-01,"Short-term index","Saskatchewan",51.3
2015-06-01,"Short-term index","Saskatchewan",50
2015-07-01,"Short-term index","Saskatchewan",52.9
2015-08-01,"Short-term index","Saskatchewan",52.5
2015-09-01,"Short-term index","Saskatchewan",49.5
2015-10-01,"Short-term index","Saskatchewan",44.3
2015-11-01,"Short-term index","Saskatchewan",41.8
2015-12-01,"Short-term index","Saskatchewan",47.4
2016-01-01,"Short-term index","Saskatchewan",52.1
2016-02-01,"Short-term index","Saskatchewan",49.5
2016-03-01,"Short-term index","Saskatchewan",46
2016-04-01,"Short-term index","Saskatchewan",46.6
2016-05-01,"Short-term index","Saskatchewan",50.5
2016-06-01,"Short-term index","Saskatchewan",51.6
2016-07-01,"Short-term index","Saskatchewan",50.6
2016-08-01,"Short-term index","Saskatchewan",54
2016-09-01,"Short-term index","Saskatchewan",55.8
2016-10-01,"Short-term index","Saskatchewan",53.9
2016-11-01,"Short-term index","Saskatchewan",51.2
2016-12-01,"Short-term index","Saskatchewan",51.3
2017-01-01,"Short-term index","Saskatchewan",48.8
2017-02-01,"Short-term index","Saskatchewan",47.4
2017-03-01,"Short-term index","Saskatchewan",47.5
2017-04-01,"Short-term index","Saskatchewan",49.5
2017-05-01,"Short-term index","Saskatchewan",52.8
2017-06-01,"Short-term index","Saskatchewan",53.1
2017-07-01,"Short-term index","Saskatchewan",54
2017-08-01,"Short-term index","Saskatchewan",50
2017-09-01,"Short-term index","Saskatchewan",49
2017-10-01,"Short-term index","Saskatchewan",46.3
2017-11-01,"Short-term index","Saskatchewan",43.8
2017-12-01,"Short-term index","Saskatchewan",42.3
2018-01-01,"Short-term index","Saskatchewan",46.3
2018-02-01,"Short-term index","Saskatchewan",53.7
2018-03-01,"Short-term index","Saskatchewan",55.9
2018-04-01,"Short-term index","Saskatchewan",54.2
2018-05-01,"Short-term index","Saskatchewan",49.5
2018-06-01,"Short-term index","Saskatchewan",48.1
2018-07-01,"Short-term index","Saskatchewan",49
2018-08-01,"Short-term index","Saskatchewan",53.3
2018-09-01,"Short-term index","Saskatchewan",54.9
2018-10-01,"Short-term index","Saskatchewan",50.6
2018-11-01,"Short-term index","Saskatchewan",45.6
2018-12-01,"Short-term index","Saskatchewan",46.5
2019-01-01,"Short-term index","Saskatchewan",47.7
2019-02-01,"Short-term index","Saskatchewan",49.6
2019-03-01,"Short-term index","Saskatchewan",46.8
2019-04-01,"Short-term index","Saskatchewan",50
2019-05-01,"Short-term index","Saskatchewan",47.1
2019-06-01,"Short-term index","Saskatchewan",46.9
2019-07-01,"Short-term index","Saskatchewan",45
2019-08-01,"Short-term index","Saskatchewan",48.2
2019-09-01,"Short-term index","Saskatchewan",48.7
2019-10-01,"Short-term index","Saskatchewan",46.3
2019-11-01,"Short-term index","Saskatchewan",41.4
2019-12-01,"Short-term index","Saskatchewan",38.2
2020-01-01,"Short-term index","Saskatchewan",38.3
2020-02-01,"Short-term index","Saskatchewan",40.5
2020-03-01,"Short-term index","Saskatchewan",26.4
2020-03-01,"Short-term index","Saskatchewan",14.4
2020-04-01,"Short-term index","Saskatchewan",13.7
2020-04-01,"Short-term index","Saskatchewan",20.4
2020-05-01,"Short-term index","Saskatchewan",34.4
2020-05-01,"Short-term index","Saskatchewan",32.5
2020-06-01,"Short-term index","Saskatchewan",34.1
2020-07-01,"Short-term index","Saskatchewan",34.7
2020-08-01,"Short-term index","Saskatchewan",40.9
2020-09-01,"Short-term index","Saskatchewan",45.8
2020-10-01,"Short-term index","Saskatchewan",43.3
2020-11-01,"Short-term index","Saskatchewan",39.9
2020-12-01,"Short-term index","Saskatchewan",33.2
2021-01-01,"Short-term index","Saskatchewan",32.1
2021-02-01,"Short-term index","Saskatchewan",34.1
2021-03-01,"Short-term index","Saskatchewan",44.4
2021-04-01,"Short-term index","Saskatchewan",51.7
2021-05-01,"Short-term index","Saskatchewan",58.9
2021-06-01,"Short-term index","Saskatchewan",60.5
2021-07-01,"Short-term index","Saskatchewan",61
2021-08-01,"Short-term index","Saskatchewan",55.3
2021-09-01,"Short-term index","Saskatchewan",49.3
2021-10-01,"Short-term index","Saskatchewan",47.1
2021-11-01,"Short-term index","Saskatchewan",45.1
2021-12-01,"Short-term index","Saskatchewan",42.8
2022-01-01,"Short-term index","Saskatchewan",41.4
2022-02-01,"Short-term index","Saskatchewan",48.2
2022-03-01,"Short-term index","Saskatchewan",53.1
2022-04-01,"Short-term index","Saskatchewan",55.4
2022-05-01,"Short-term index","Saskatchewan",56.2
2000-10-01,"Short-term index","Alberta",NA
2001-02-01,"Short-term index","Alberta",NA
2001-06-01,"Short-term index","Alberta",NA
2001-10-01,"Short-term index","Alberta",NA
2001-12-01,"Short-term index","Alberta",NA
2002-04-01,"Short-term index","Alberta",NA
2002-06-01,"Short-term index","Alberta",NA
2002-09-01,"Short-term index","Alberta",NA
2002-12-01,"Short-term index","Alberta",NA
2003-03-01,"Short-term index","Alberta",NA
2003-06-01,"Short-term index","Alberta",NA
2003-09-01,"Short-term index","Alberta",NA
2003-12-01,"Short-term index","Alberta",NA
2004-03-01,"Short-term index","Alberta",NA
2004-06-01,"Short-term index","Alberta",NA
2004-09-01,"Short-term index","Alberta",NA
2004-12-01,"Short-term index","Alberta",NA
2005-03-01,"Short-term index","Alberta",NA
2005-06-01,"Short-term index","Alberta",NA
2005-09-01,"Short-term index","Alberta",NA
2005-12-01,"Short-term index","Alberta",NA
2006-03-01,"Short-term index","Alberta",NA
2006-06-01,"Short-term index","Alberta",NA
2006-09-01,"Short-term index","Alberta",NA
2006-12-01,"Short-term index","Alberta",NA
2007-03-01,"Short-term index","Alberta",NA
2007-06-01,"Short-term index","Alberta",NA
2007-09-01,"Short-term index","Alberta",NA
2007-12-01,"Short-term index","Alberta",NA
2008-03-01,"Short-term index","Alberta",NA
2008-06-01,"Short-term index","Alberta",NA
2008-09-01,"Short-term index","Alberta",NA
2008-10-01,"Short-term index","Alberta",NA
2008-11-01,"Short-term index","Alberta",NA
2008-12-01,"Short-term index","Alberta",NA
2009-01-01,"Short-term index","Alberta",NA
2009-02-01,"Short-term index","Alberta",31.9
2009-03-01,"Short-term index","Alberta",33.4
2009-04-01,"Short-term index","Alberta",37.6
2009-05-01,"Short-term index","Alberta",39
2009-06-01,"Short-term index","Alberta",45.6
2009-07-01,"Short-term index","Alberta",50.2
2009-08-01,"Short-term index","Alberta",48
2009-09-01,"Short-term index","Alberta",51.6
2009-10-01,"Short-term index","Alberta",54.1
2009-11-01,"Short-term index","Alberta",55.2
2009-12-01,"Short-term index","Alberta",50.2
2010-01-01,"Short-term index","Alberta",52.4
